method,experiment,iteration,learning_rate,gamma,reward_lower_bound,best_learning_rate,best_gamma,best_reward_lower_bound
0,0,24,0.0006342780850998,0.994817169768023,-208.79438928605,0.0006436020235631,0.99341510964129,-256.836049004406
0,0,25,0.0003364569141544,0.99898904290489,-236.893725450699,0.0006436020235631,0.99341510964129,-256.836049004406
0,1,0,9.99999974737875E-05,0.800000011920929,-44.9812987783249,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,1,0.0250749997794628,0.949774980545044,167.126259793642,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,2,0.0375625006854534,0.874887526035309,1788.86445801279,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,3,9.99999974737875E-05,0.871208995426638,195.535126536925,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,4,0.0001001733067116,0.805573223858427,48.8159383045543,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,5,0.0008673380945903,0.800000011920929,174.466469565507,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,6,0.0958898826575979,0.800718235990225,2536.00772400064,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,7,0.0001092592255715,0.999663493219396,102.748000867495,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,8,0.0025325981287481,0.998997232721214,234.091863623307,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,9,0.0001243622523339,0.800083072581938,25.0454931833079,9.99999974737875E-05,0.800000011920929,-44.9812987783249
0,1,10,0.000280537406715,0.998178090123372,-253.914664862709,0.000280537406715,0.998178090123372,-253.914664862709
0,1,11,0.0001000411683561,0.997959808131454,-0.499645871085605,0.000280537406715,0.998178090123372,-253.914664862709
0,1,12,0.000274530156178,0.998360511174489,-200.305922575177,0.000280537406715,0.998178090123372,-253.914664862709
0,1,13,0.0002684422655738,0.997911378979976,-186.094164581856,0.000280537406715,0.998178090123372,-253.914664862709
0,1,14,0.0003134922181577,0.998499829900761,-146.862341052485,0.000280537406715,0.998178090123372,-253.914664862709
0,1,15,0.0002775786820631,0.998118160413754,-244.706304742586,0.000280537406715,0.998178090123372,-253.914664862709
0,1,16,0.0002688700459621,0.998174897904718,-226.781169248166,0.000280537406715,0.998178090123372,-253.914664862709
0,1,17,0.0003256311874402,0.998092091366381,-256.007538243727,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,18,0.0005283651586764,0.998091398483902,-212.188532639804,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,19,0.0001017114072547,0.994016220691691,-95.3387203221733,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,20,0.000383126096761,0.998223248103807,-234.876758796899,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,21,0.0003162681967374,0.998092176942048,-217.116359523265,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,22,0.000101118586036,0.91682048906158,158.195405967998,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,23,0.000106257354121,0.981307669504452,-23.8918492604338,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,24,0.0003166086762834,0.998208323325488,-252.766099641709,0.0003256311874402,0.998092091366381,-256.007538243727
0,1,25,0.000329987953499,0.998170318533452,-114.139745381165,0.0003256311874402,0.998092091366381,-256.007538243727
0,2,0,9.99999974737875E-05,0.800000011920929,-11.1421720503002,9.99999974737875E-05,0.800000011920929,-11.1421720503002
0,2,1,0.0250749997794628,0.949774980545044,703.128630109888,9.99999974737875E-05,0.800000011920929,-11.1421720503002
0,2,2,0.0375625006854534,0.874887526035309,1379.07652235345,9.99999974737875E-05,0.800000011920929,-11.1421720503002
0,2,3,0.001853029908445,0.989909394666676,-176.756862299478,0.001853029908445,0.989909394666676,-176.756862299478
0,2,4,0.000121529548561,0.999698935690876,-101.632875113491,0.001853029908445,0.989909394666676,-176.756862299478
0,2,5,0.0030947971298097,0.967845379190331,114.576971563462,0.001853029908445,0.989909394666676,-176.756862299478
0,2,6,0.0001069034986103,0.99008377551928,-123.70687863401,0.001853029908445,0.989909394666676,-176.756862299478
0,2,7,0.0015974085817299,0.989910455061502,-92.4212943497286,0.001853029908445,0.989909394666676,-176.756862299478
0,2,8,0.0019757099005219,0.999697276662981,-173.13913002427,0.001853029908445,0.989909394666676,-176.756862299478
0,2,9,0.0003762488478123,0.999482310604248,-229.857802927844,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,10,0.0004887732104915,0.999615483502602,-112.232497322877,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,11,0.0003568711191685,0.987306798670075,-36.4998837950648,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,12,0.0001038665790567,0.999683714671002,-22.8522165917858,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,13,0.000376403808609,0.999558135034016,-186.724476315103,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,14,0.000376192868296,0.999365647060321,-171.888665648145,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,15,0.0003426499758202,0.999486100232766,-217.018772485174,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,16,0.0001437119311491,0.999473533946715,-212.148259739527,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,17,0.0005638169140627,0.999489697212086,-210.076557860716,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,18,0.0014141260282165,0.980375973389428,-42.0476346373213,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,19,0.0379293887300641,0.996432352485079,757.370790758956,0.0003762488478123,0.999482310604248,-229.857802927844
0,2,20,0.0016697807381265,0.999699593062345,-232.873329368625,0.0016697807381265,0.999699593062345,-232.873329368625
0,2,21,0.0016251721848987,0.999700003963851,-228.973026654659,0.0016697807381265,0.999699593062345,-232.873329368625
0,2,22,0.0014835860748044,0.999699687444878,-175.654077827726,0.0016697807381265,0.999699593062345,-232.873329368625
0,2,23,0.0016899765072931,0.999685491833509,174.139853340553,0.0016697807381265,0.999699593062345,-232.873329368625
0,2,24,0.0017672536370424,0.999700009705579,-190.717171653707,0.0016697807381265,0.999699593062345,-232.873329368625
0,2,25,0.0004718618785358,0.999457338252659,-171.114000243968,0.0016697807381265,0.999699593062345,-232.873329368625
0,3,0,9.99999974737875E-05,0.800000011920929,40.4364203859787,9.99999974737875E-05,0.800000011920929,40.4364203859787
0,3,1,0.0250749997794628,0.949774980545044,1259.51303821417,9.99999974737875E-05,0.800000011920929,40.4364203859787
0,3,2,0.0375625006854534,0.874887526035309,800.540654810493,9.99999974737875E-05,0.800000011920929,40.4364203859787
0,3,3,0.0010223751542912,0.999369170648257,-251.714654591846,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,4,0.0009053616330291,0.999586052885468,-224.627579030689,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,5,0.0020882200647841,0.968921510103116,217.500108021597,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,6,0.0001183057265536,0.999444534630264,-201.134219368322,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,7,0.0198663908458543,0.999698309209603,1011.42747258006,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,8,0.0886953621532631,0.998345354943611,722.547179828307,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,9,0.079000321895376,0.837050855364512,668.57937524603,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,10,0.0003509004258322,0.866002285910977,162.954918814998,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,11,0.0001005388086669,0.978880308554082,35.5806271026092,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,12,0.0018847120607006,0.999696155613463,-67.5786897483537,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,13,0.0006586127803522,0.999675980934469,-230.326910994852,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,14,0.0006432870961162,0.996140782393732,-135.095833590983,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,15,0.0007070287768157,0.999293698470969,-207.511392543306,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,16,0.0002818145274791,0.999699305207551,-74.9126797672174,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,17,0.0001540666175884,0.999699385414476,-135.413146381338,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,18,0.0001000073484471,0.99968180542119,-107.907805821476,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,19,0.0010834262998594,0.999699615350128,-166.86937836127,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,20,0.0001001947254412,0.996728967292281,-166.40043120809,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,21,0.0010019655297768,0.998852122096877,-198.242034036055,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,22,0.0001395504358432,0.996470968813581,-222.203935596044,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,23,0.0009713334332478,0.999451821195162,-176.532473422589,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,24,0.0001611652594755,0.998392394545655,-194.677774911647,0.0010223751542912,0.999369170648257,-251.714654591846
0,3,25,0.0001085256164033,0.924797004436736,153.445723892226,0.0010223751542912,0.999369170648257,-251.714654591846
0,4,0,9.99999974737875E-05,0.800000011920929,88.1495976098439,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,1,0.0250749997794628,0.949774980545044,171.342501150753,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,2,0.0375625006854534,0.874887526035309,1077.47646790284,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,3,0.0829812016546838,0.800000774986604,745.836819515076,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,4,0.0795316806706521,0.886684529088719,737.142772590814,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,5,0.0001091128597259,0.96383186799616,142.355597240748,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,6,0.0001744508608227,0.800823154289545,182.971686474927,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,7,0.0178327542032941,0.91941545962911,1364.14420940542,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,8,0.0279681808876414,0.801203765749557,917.904948694909,9.99999974737875E-05,0.800000011920929,88.1495976098439
0,4,9,0.0001001040317739,0.801517396372482,-73.6903724542584,0.0001001040317739,0.801517396372482,-73.6903724542584
0,4,10,0.0001000416991661,0.803925974245649,-66.8356262763735,0.0001001040317739,0.801517396372482,-73.6903724542584
0,4,11,0.0001006598239302,0.801908824091237,-16.319224359164,0.0001001040317739,0.801517396372482,-73.6903724542584
0,4,12,0.0005422405129982,0.999632829933204,-112.542849738646,0.0005422405129982,0.999632829933204,-112.542849738646
0,4,13,0.0005706286126808,0.9995464340089,-246.530514001587,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,14,0.0006237279149465,0.999539806626296,-151.319750467312,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,15,0.0004954095012894,0.999546730147188,-63.13554019619,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,16,0.0005587955555774,0.999466689587347,-241.046833363662,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,17,0.0005832391427363,0.999315846004165,-202.978038830729,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,18,0.000571078400428,0.999489451274056,-234.230980077004,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,19,0.0005637292326196,0.999699336234411,-190.494175378916,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,20,0.0005705802530232,0.999576225666754,45.9565148229014,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,21,0.0003700255721789,0.999546408653259,-190.48635362471,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,22,0.0004862824080052,0.99937503706181,-182.720634731279,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,23,0.000100018359514,0.999691744125136,-54.6344050542113,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,24,0.0001001186881372,0.999476611820136,14.3002913085093,0.0005706286126808,0.9995464340089,-246.530514001587
0,4,25,0.0001000623686734,0.999698738390795,-82.1320254024832,0.0005706286126808,0.9995464340089,-246.530514001587
0,5,0,9.99999974737875E-05,0.800000011920929,-33.7494929395544,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,1,0.0250749997794628,0.949774980545044,716.477772991675,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,2,0.0375625006854534,0.874887526035309,739.221432495869,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,3,0.0037630200528553,0.879818736587102,154.790319752776,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,4,0.0999328613624001,0.800495377463139,761.090547534542,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,5,0.0001013935020423,0.941373311779193,124.642622549166,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,6,0.0001008748420304,0.809660676455211,127.743769890891,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,7,0.0014293440016369,0.884733693089948,161.962061914017,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,8,9.99999974737875E-05,0.894611922306854,137.871864222473,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,9,0.0117049136886855,0.800000012244612,243.220457452654,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,10,0.0001000491920595,0.800000251877544,21.1599935220211,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,11,0.0001101183905039,0.800000014589797,-26.0807503011778,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,12,0.0001034698826555,0.800000154071904,88.8765079157713,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,13,0.0001010385532348,0.800010963467216,25.7015876486627,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,14,0.0003270222613053,0.800000115858796,191.776556895484,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,15,0.0001121538356792,0.800035526867835,73.4226891668961,9.99999974737875E-05,0.800000011920929,-33.7494929395544
0,5,16,0.0001366134061243,0.999657690441748,-61.2263049103059,0.0001366134061243,0.999657690441748,-61.2263049103059
0,5,17,0.0001294466802968,0.999668899168199,-43.1445429431204,0.0001366134061243,0.999657690441748,-61.2263049103059
0,5,18,0.000100037029251,0.999689413224991,-120.874397200404,0.000100037029251,0.999689413224991,-120.874397200404
0,5,19,0.0001000055341463,0.999689424651872,23.5647000988189,0.000100037029251,0.999689413224991,-120.874397200404
0,5,20,0.0001009715956054,0.999683431055719,21.1469381664592,0.000100037029251,0.999689413224991,-120.874397200404
0,5,21,0.0001001490668512,0.999699916718888,-119.557276848513,0.000100037029251,0.999689413224991,-120.874397200404
0,5,22,0.0001000370686961,0.999697302978617,65.5572683971265,0.000100037029251,0.999689413224991,-120.874397200404
0,5,23,0.0001000093864583,0.999699885447707,-60.3946803947824,0.000100037029251,0.999689413224991,-120.874397200404
0,5,24,0.0001000566286482,0.999700004739792,-72.8392178179033,0.000100037029251,0.999689413224991,-120.874397200404
0,5,25,0.0001080388575343,0.999684767202108,113.214183844457,0.000100037029251,0.999689413224991,-120.874397200404
0,6,0,9.99999974737875E-05,0.800000011920929,11.2019521053157,9.99999974737875E-05,0.800000011920929,11.2019521053157
0,6,1,0.0250749997794628,0.949774980545044,175.00856869557,9.99999974737875E-05,0.800000011920929,11.2019521053157
0,6,2,0.0375625006854534,0.874887526035309,1151.2865780669,9.99999974737875E-05,0.800000011920929,11.2019521053157
0,6,3,9.99999974737875E-05,0.80506395574494,9.72384859417896,9.99999974737875E-05,0.80506395574494,9.72384859417896
0,6,4,0.0005857254181576,0.903282049171157,162.042081204566,9.99999974737875E-05,0.80506395574494,9.72384859417896
0,6,5,9.99999974737875E-05,0.991738846624191,75.3797749764386,9.99999974737875E-05,0.80506395574494,9.72384859417896
0,6,6,0.0042247009402526,0.800798453953448,103.660853488363,9.99999974737875E-05,0.80506395574494,9.72384859417896
0,6,7,0.000128292143419,0.80404587435047,20.0663735408463,9.99999974737875E-05,0.80506395574494,9.72384859417896
0,6,8,0.0024317154743956,0.802505372304176,77.7931879018415,9.99999974737875E-05,0.80506395574494,9.72384859417896
0,6,9,0.0001000000562672,0.806428154402142,-52.2596929574115,0.0001000000562672,0.806428154402142,-52.2596929574115
0,6,10,0.0001004529057979,0.806874292671091,17.8161008694788,0.0001000000562672,0.806428154402142,-52.2596929574115
0,6,11,0.0001000046298445,0.806996794923595,36.4027517000007,0.0001000000562672,0.806428154402142,-52.2596929574115
0,6,12,0.0001107968007602,0.806361825451912,22.7518212326349,0.0001000000562672,0.806428154402142,-52.2596929574115
0,6,13,0.0001000000880053,0.806281064600598,49.0871317534289,0.0001000000562672,0.806428154402142,-52.2596929574115
0,6,14,0.0001000000142988,0.807175715296356,-60.2656587868946,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,15,0.0001000113492994,0.819611452621019,-10.2225444299022,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,16,0.0001001139895274,0.800147154235919,18.7162144233649,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,17,0.0001000003157249,0.820282899038156,41.8452360920415,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,18,0.0001000005572871,0.810510565638421,29.1993624355527,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,19,0.0001011589792175,0.805696207969435,18.0569955622672,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,20,0.000100000009814,0.803057717143766,-14.1243857307138,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,21,0.0016220186767034,0.811445956456542,151.710236615745,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,22,0.000117993241855,0.808041510150227,65.6850569612517,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,23,9.99999974737875E-05,0.802429971605439,96.4039164752797,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,24,0.000100357361674,0.807165896495868,21.8403195459189,0.0001000000142988,0.807175715296356,-60.2656587868946
0,6,25,0.0001000002644586,0.814219511127952,49.2053270082447,0.0001000000142988,0.807175715296356,-60.2656587868946
0,7,0,9.99999974737875E-05,0.800000011920929,-35.3052872630135,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,1,0.0250749997794628,0.949774980545044,1686.57816956025,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,2,0.0375625006854534,0.874887526035309,1647.73600186305,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,3,0.0007072063662914,0.812831168713407,181.747930421038,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,4,0.09852500181891,0.800060163102664,817.295815350781,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,5,0.0055023658149819,0.800038739829922,158.70515929451,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,6,0.0001051954788338,0.800009684660691,-9.32332820006036,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,7,0.0001013386903929,0.80000063323736,-18.4836201925996,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,8,0.0001000207989195,0.800000250811483,-7.51988185198508,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,9,0.000100054751421,0.800000040109108,-7.63977145535617,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,10,0.0001000046012292,0.800000018187735,58.1080625415766,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,11,0.000100119766469,0.800005946302584,-4.3661872222132,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,12,0.0001012900405805,0.800010343293646,-16.0843584649891,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,13,0.0001002629580104,0.800025788989821,27.0467356565397,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,14,0.0001002876274879,0.800003162509725,39.3230703202641,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,15,0.0001118405647812,0.800001553566481,66.4303457087466,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,16,0.0001010731148514,0.800010490744507,36.6247983431151,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,17,0.0001022196651089,0.800002803084562,11.5176901913848,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,18,0.0001545553663206,0.800001704955294,-16.0768055763318,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,19,0.0001003871914355,0.800938338408994,14.61556507941,9.99999974737875E-05,0.800000011920929,-35.3052872630135
0,7,20,0.0001014823041746,0.800016307705015,-58.8280266170239,0.0001014823041746,0.800016307705015,-58.8280266170239
0,7,21,0.0001014823064906,0.800016823150444,-47.0923929754779,0.0001014823041746,0.800016307705015,-58.8280266170239
0,7,22,0.0001014823342551,0.800015169744836,-18.4422977670184,0.0001014823041746,0.800016307705015,-58.8280266170239
0,7,23,0.0001000000031591,0.997840593876786,-147.035764462127,0.0001000000031591,0.997840593876786,-147.035764462127
0,7,24,0.0001014559161202,0.9996996136458,-107.609317419412,0.0001000000031591,0.997840593876786,-147.035764462127
0,7,25,0.0001000708686367,0.999641915041525,27.0514708460087,0.0001000000031591,0.997840593876786,-147.035764462127
0,8,0,9.99999974737875E-05,0.800000011920929,-1.26191732851333,9.99999974737875E-05,0.800000011920929,-1.26191732851333
0,8,1,0.0250749997794628,0.949774980545044,199.312119905538,9.99999974737875E-05,0.800000011920929,-1.26191732851333
0,8,2,0.0375625006854534,0.874887526035309,165.690401829691,9.99999974737875E-05,0.800000011920929,-1.26191732851333
0,8,3,0.0013986326621435,0.806934305693088,97.318322802462,9.99999974737875E-05,0.800000011920929,-1.26191732851333
0,8,4,0.0826838527573641,0.800000023814843,2305.87497654176,9.99999974737875E-05,0.800000011920929,-1.26191732851333
0,8,5,0.0001064943545565,0.999694542041385,-5.97296909718996,0.0001064943545565,0.999694542041385,-5.97296909718996
0,8,6,0.0039435218828079,0.992969090498897,-41.8425687270143,0.0039435218828079,0.992969090498897,-41.8425687270143
0,8,7,0.0001489460825468,0.992116032766303,-130.855891292899,0.0001489460825468,0.992116032766303,-130.855891292899
0,8,8,0.0001007455190892,0.991565183010934,37.130641748207,0.0001489460825468,0.992116032766303,-130.855891292899
0,8,9,0.0001253788907696,0.992117296969431,-25.0319053454835,0.0001489460825468,0.992116032766303,-130.855891292899
0,8,10,0.0001604729562191,0.999500552702401,-189.424528846409,0.0001604729562191,0.999500552702401,-189.424528846409
0,8,11,0.0001695550091868,0.999699305095025,-104.572761929845,0.0001604729562191,0.999500552702401,-189.424528846409
0,8,12,0.0001578208940757,0.999692144434416,-164.818431070886,0.0001604729562191,0.999500552702401,-189.424528846409
0,8,13,0.0001603551719826,0.966664037218792,131.498475609799,0.0001604729562191,0.999500552702401,-189.424528846409
0,8,14,0.0001602341807225,0.997582999105496,-139.159059069266,0.0001604729562191,0.999500552702401,-189.424528846409
0,8,15,0.000160513126825,0.999688845507232,-188.611585126328,0.0001604729562191,0.999500552702401,-189.424528846409
0,8,16,0.0001605309587237,0.999481273686866,-220.287114459953,0.0001605309587237,0.999481273686866,-220.287114459953
0,8,17,0.0001180759597818,0.999134716074523,-207.804642924942,0.0001605309587237,0.999481273686866,-220.287114459953
0,8,18,0.0001188438517796,0.999680613304516,-171.299309765858,0.0001605309587237,0.999481273686866,-220.287114459953
0,8,19,0.0001171188686712,0.99864149144978,-68.6843614614814,0.0001605309587237,0.999481273686866,-220.287114459953
0,8,20,0.0001376104421338,0.999442778556397,-119.069875473963,0.0001605309587237,0.999481273686866,-220.287114459953
0,8,21,0.0004601607518996,0.999584168321866,-246.317885314397,0.0004601607518996,0.999584168321866,-246.317885314397
0,8,22,0.0004600753749958,0.999697763662348,-165.135892778223,0.0004601607518996,0.999584168321866,-246.317885314397
0,8,23,0.0004601607506629,0.997862070183011,-163.888179710835,0.0004601607518996,0.999584168321866,-246.317885314397
0,8,24,0.000460166287882,0.999571101962326,-220.296853710589,0.0004601607518996,0.999584168321866,-246.317885314397
0,8,25,0.0004629111598724,0.999594549532292,-167.100750974186,0.0004601607518996,0.999584168321866,-246.317885314397
0,9,0,9.99999974737875E-05,0.800000011920929,81.9882336639705,9.99999974737875E-05,0.800000011920929,81.9882336639705
0,9,1,0.0250749997794628,0.949774980545044,1136.31643650312,9.99999974737875E-05,0.800000011920929,81.9882336639705
0,9,2,0.0375625006854534,0.874887526035309,585.136991740267,9.99999974737875E-05,0.800000011920929,81.9882336639705
0,9,3,0.0999641642020605,0.800090028411993,1012.96680344756,9.99999974737875E-05,0.800000011920929,81.9882336639705
0,9,4,0.096258653374317,0.926100184978431,1329.36789112846,9.99999974737875E-05,0.800000011920929,81.9882336639705
0,9,5,0.0001001012443545,0.800181406941153,-30.3075651568645,0.0001001012443545,0.800181406941153,-30.3075651568645
0,9,6,0.0001002124620627,0.800015248612407,3.45980489727771,0.0001001012443545,0.800181406941153,-30.3075651568645
0,9,7,0.0001383879756023,0.999687590211718,-100.372819588542,0.0001383879756023,0.999687590211718,-100.372819588542
0,9,8,0.0001085068949938,0.996472964527664,-195.459033718846,0.0001085068949938,0.996472964527664,-195.459033718846
