method,experiment,iteration,learning_rate,gamma,reward_lower_bound,best_learning_rate,best_gamma,best_reward_lower_bound
1,1,22,0.0040699392795562,0.912427521848679,-171.501313477604,0.0840421019256115,0.904748663514852,-148.935068155421
1,1,23,0.0729088824093341,0.848008121317625,-1393.74225935624,0.0840421019256115,0.904748663514852,-148.935068155421
1,1,24,0.0766184252738952,0.988191562271118,-172.121924856372,0.0840421019256115,0.904748663514852,-148.935068155421
1,1,25,0.0974599038600921,0.945125610107183,-758.583428215084,0.0840421019256115,0.904748663514852,-148.935068155421
1,2,0,0.0325930257678031,0.887476615417004,-168.015244481744,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,1,0.0829610259950161,0.871114900493622,-180.38339219992,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,2,0.0137704158127307,0.809375613957644,-703.336943081157,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,3,0.0470901470541954,0.835798570281267,-1294.15996114093,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,4,0.0988614690601825,0.835108812481165,-1189.26234929276,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,5,0.0686795172989368,0.869745312035084,-678.82148379703,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,6,0.0313402755320072,0.884815843874216,-1910.17083455445,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,7,0.0739989258229732,0.895239021241665,-1412.20048102646,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,8,0.0502993031740188,0.877294165283442,-173.834840433939,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,9,0.0464954231023788,0.887718056833744,-201.546669342534,0.0325930257678031,0.887476615417004,-168.015244481744
1,2,10,0.0460642098307609,0.86718220499754,-153.709276010089,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,11,0.0265627864181995,0.841733358377218,-209.004410019328,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,12,0.0303273012638092,0.849882327574492,-842.961940680292,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,13,0.0589020133018493,0.997007625865936,-158.604512426946,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,14,0.0104514943659305,0.960204843074083,-521.442187433536,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,15,0.0276717770636081,0.8125622859478,-180.707438213212,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,16,0.0593359180092811,0.903843543875218,-1379.62946258983,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,17,0.0156172350049018,0.876304295945168,-192.469063444502,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,18,0.0089856681585311,0.834566331088543,-227.663022983936,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,19,0.0511680474460125,0.948135605162382,-166.079740616721,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,20,0.0213529288589954,0.808370615845919,-172.410543482895,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,21,0.0541901845037937,0.896867572402954,-181.756645021975,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,22,0.034507208263874,0.864330246704817,-169.286879203515,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,23,0.090519042211771,0.872857828038931,-180.388622447468,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,24,0.0870012105584144,0.802639596021175,-158.274947608521,0.0460642098307609,0.86718220499754,-153.709276010089
1,2,25,0.0782245693683624,0.900791209679842,-176.004866982171,0.0460642098307609,0.86718220499754,-153.709276010089
1,3,0,0.0294989821195602,0.90578308596015,-1111.82704154167,0.0294989821195602,0.90578308596015,-1111.82704154167
1,3,1,0.046304497885704,0.945202575212717,-767.957327612341,0.046304497885704,0.945202575212717,-767.957327612341
1,3,2,0.0976092547297477,0.875750423336029,-750.924323718803,0.0976092547297477,0.875750423336029,-750.924323718803
1,3,3,0.0441797641277313,0.81222194210887,-182.116311280991,0.0441797641277313,0.81222194210887,-182.116311280991
1,3,4,0.0351886893391609,0.831381635004282,-153.70587298775,0.0441797641277313,0.81222194210887,-182.116311280991
1,3,5,0.0598856854557991,0.967566949409246,-738.584571993026,0.0441797641277313,0.81222194210887,-182.116311280991
1,3,6,0.0473821380674839,0.936448669332266,-733.656133201874,0.0441797641277313,0.81222194210887,-182.116311280991
1,3,7,0.0558656509339809,0.898775773763657,-767.91901268117,0.0441797641277313,0.81222194210887,-182.116311280991
1,3,8,0.0302149219095706,0.914294812434912,-179.997491109347,0.0302149219095706,0.914294812434912,-179.997491109347
1,3,9,0.0968826623320579,0.856416184151173,-748.948528499135,0.0302149219095706,0.914294812434912,-179.997491109347
1,3,10,0.0036492476165294,0.940227446520328,-176.390025902379,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,11,0.0487178821802139,0.869387280267477,-748.939577353033,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,12,0.0712021488785743,0.882849400901794,-186.901688435304,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,13,0.0816059297442436,0.853150678277016,-1623.9062455941,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,14,0.0396353223919868,0.993580333769321,-182.375141534513,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,15,0.0022610026419162,0.821295861423016,-188.755004880163,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,16,0.0791379247844219,0.96218195117712,-714.310211633299,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,17,0.0839918935477733,0.888432680100203,-671.013483573839,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,18,0.0683437368631363,0.914185613876581,-1154.7355582373,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,19,0.0938009028255939,0.926258398896456,-700.525413018859,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,20,0.065682168841362,0.963209517467022,-746.599058771721,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,21,0.0294780818104743,0.847713032865524,-772.531149069001,0.0036492476165294,0.940227446520328,-176.390025902379
1,3,22,0.0740974966824054,0.999221080881357,-161.659542190679,0.0740974966824054,0.999221080881357,-161.659542190679
1,3,23,0.0045815264463424,0.850658965718746,-150.687512672814,0.0045815264463424,0.850658965718746,-150.687512672814
1,3,24,0.0373941840350628,0.952139028567076,-166.25887859362,0.0045815264463424,0.850658965718746,-150.687512672814
1,3,25,0.0364010799467563,0.93924336206317,-1750.9313180433,0.0045815264463424,0.850658965718746,-150.687512672814
1,4,0,0.0777586830198764,0.882839140474796,-1269.86850583324,0.0777586830198764,0.882839140474796,-1269.86850583324
1,4,1,0.094395853048563,0.907092480707169,-732.001974830064,0.094395853048563,0.907092480707169,-732.001974830064
1,4,2,0.0935144256830215,0.854088174206018,-1460.08448631645,0.094395853048563,0.907092480707169,-732.001974830064
1,4,3,0.0702513634502888,0.913115363258124,-700.073997132419,0.0702513634502888,0.913115363258124,-700.073997132419
1,4,4,0.0624144382655621,0.973062169861794,-700.356823794385,0.0702513634502888,0.913115363258124,-700.073997132419
1,4,5,0.0982566284060478,0.959662206941843,-195.56184778975,0.0982566284060478,0.959662206941843,-195.56184778975
1,4,6,0.0685069200456142,0.815115608680248,-687.470053119359,0.0982566284060478,0.959662206941843,-195.56184778975
1,4,7,0.028091117054224,0.918879045045376,-171.222721015549,0.028091117054224,0.918879045045376,-171.222721015549
1,4,8,0.0417770800769329,0.908170051699877,-162.102593604111,0.0417770800769329,0.908170051699877,-162.102593604111
1,4,9,0.041640352755785,0.805694656014442,-1330.64542760691,0.0417770800769329,0.908170051699877,-162.102593604111
1,4,10,0.0340339264214039,0.825650091445446,-743.757228788049,0.0417770800769329,0.908170051699877,-162.102593604111
1,4,11,0.0961089459896088,0.954595400977135,-813.739804523164,0.0417770800769329,0.908170051699877,-162.102593604111
1,4,12,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,13,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,14,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,15,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,16,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,17,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,18,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,19,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,20,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,21,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,22,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,23,0.0486647977769375,0.930058113545179,-154.373147226502,0.0486647977769375,0.930058113545179,-154.373147226502
1,4,24,0.00174954051971436,0.866947595930099,-145.384531277129,0.00174954051971436,0.866947595930099,-145.384531277129
1,4,25,0.0534491762518883,0.836872772711515,-158.85025397212,0.00174954051971436,0.866947595930099,-145.384531277129
1,x5,0,0.098212017261982,0.979467937743664,-816.322440281287,0.098212017261982,0.979467937743664,-816.322440281287
1,x5,1,0.0698668811261654,0.977955131816864,-163.237034993985,0.0698668811261654,0.977955131816864,-163.237034993985
1,6,0,0.0764018718719482,0.886873749864101,-177.523652365538,0.0764018718719482,0.886873749864101,-177.523652365538
1,6,1,0.0520569893956184,0.809248715567589,-191.785171814332,0.0764018718719482,0.886873749864101,-177.523652365538
1,6,2,0.0833179032385349,0.954116077154875,-1191.05923030712,0.0764018718719482,0.886873749864101,-177.523652365538
1,6,3,0.0811846843123436,0.845027407759428,-681.695044213085,0.0764018718719482,0.886873749864101,-177.523652365538
1,6,4,0.0607172974407672,0.880374673992395,-1240.83941309697,0.0764018718719482,0.886873749864101,-177.523652365538
1,6,5,0.034678602707386,0.843391809993982,-164.380201292093,0.034678602707386,0.843391809993982,-164.380201292093
1,6,6,0.0381880801916122,0.82013621891737,-156.894203242396,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,7,0.0917190712690353,0.997590899002552,-1631.42226813726,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,8,0.0643093043506145,0.812867694342136,-1291.12132017148,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,9,0.0698582768678665,0.897515740954876,-1883.62756574597,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,10,0.021693734896183,0.913350067549944,-2195.85488325017,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,11,0.052848200070858,0.932599937933684,-1539.20625424091,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,12,0.0830592872202396,0.924826188504696,-174.493543914692,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,13,0.0658389271140098,0.951795792287588,-198.243912961825,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,14,0.007220878213644,0.972979824578762,-881.039619803665,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,15,0.0259367120027542,0.944786230415106,-1044.3736998994,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,16,0.0480360259711742,0.922985358393192,-169.42438429304,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,17,0.0534109185636043,0.924978916507959,-837.951370033238,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,18,0.0896299930810928,0.832879395478964,-162.335097478291,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,19,0.0727380298256874,0.81188306234479,-793.964526112788,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,20,0.0935615615367889,0.94730159432888,-1085.97917179503,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,21,0.0208021372377872,0.891934104377031,-1153.45918241161,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,22,0.0767073200643062,0.809057326465845,-194.388225196437,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,23,0.0602960400998592,0.80112520698905,-1658.20294352464,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,24,0.0222039942085742,0.993264129310846,-170.553133401107,0.0381880801916122,0.82013621891737,-156.894203242396
1,6,25,0.0778066644132137,0.948464664912224,-2280.35341739335,0.0381880801916122,0.82013621891737,-156.894203242396
1,7,0,0.0785780346810817,0.908915277701616,-2128.73066927798,0.0785780346810817,0.908915277701616,-2128.73066927798
1,7,1,0.014972677809,0.951511928409338,-1462.55766211061,0.014972677809,0.951511928409338,-1462.55766211061
1,7,2,0.0770037948191166,0.806901160818338,-151.028119165621,0.0770037948191166,0.806901160818338,-151.028119165621
1,7,3,0.0819031428575515,0.811216551196575,-1375.65677742021,0.0770037948191166,0.806901160818338,-151.028119165621
1,7,4,0.072763407921791,0.869173811012507,-148.084101394884,0.072763407921791,0.869173811012507,-148.084101394884
1,7,5,0.0361175383746624,0.944390287441015,-178.614963711713,0.072763407921791,0.869173811012507,-148.084101394884
1,7,6,0.0328941033542156,0.810169749581814,-162.984649983493,0.072763407921791,0.869173811012507,-148.084101394884
1,7,7,0.0980764689326286,0.910512738102674,-713.710071353507,0.072763407921791,0.869173811012507,-148.084101394884
1,7,8,0.0529893575429916,0.826090516108274,-658.30637110336,0.072763407921791,0.869173811012507,-148.084101394884
1,7,9,0.0807011488139629,0.900596547240019,-1206.7149062288,0.072763407921791,0.869173811012507,-148.084101394884
1,7,10,0.0068869019925594,0.934035933494568,-639.529121240581,0.072763407921791,0.869173811012507,-148.084101394884
1,7,11,0.0817262583613395,0.98741820936799,-1095.93264172493,0.072763407921791,0.869173811012507,-148.084101394884
1,7,12,0.0670024491071701,0.98725297126174,-1216.38331973446,0.072763407921791,0.869173811012507,-148.084101394884
1,7,13,0.0643786802768707,0.86627998970151,-178.573488563893,0.072763407921791,0.869173811012507,-148.084101394884
1,7,14,0.076834430861473,0.888339800620079,-845.232569992234,0.072763407921791,0.869173811012507,-148.084101394884
1,7,15,0.0409381142795085,0.911831869542599,-651.752766089408,0.072763407921791,0.869173811012507,-148.084101394884
1,7,16,0.0801106346964836,0.964713408011198,-724.314067309673,0.072763407921791,0.869173811012507,-148.084101394884
1,7,17,0.0554393679916858,0.820860162270069,-1282.98085243557,0.072763407921791,0.869173811012507,-148.084101394884
1,7,18,0.0923560186088085,0.910423441439867,-157.101482014442,0.072763407921791,0.869173811012507,-148.084101394884
1,7,19,0.063627972137928,0.966247913193703,-164.324033550686,0.072763407921791,0.869173811012507,-148.084101394884
1,7,20,0.0934931085586548,0.897520204597712,-658.808882320887,0.072763407921791,0.869173811012507,-148.084101394884
1,7,21,0.0246026351511478,0.857012229257822,-1432.18516241349,0.072763407921791,0.869173811012507,-148.084101394884
1,7,22,0.0043280372560024,0.902463099837303,-199.303318607958,0.072763407921791,0.869173811012507,-148.084101394884
1,7,23,0.0517943779051303,0.825497899079323,-1166.7432055513,0.072763407921791,0.869173811012507,-148.084101394884
1,7,24,0.0494622309088707,0.913431222528219,-1987.37160087597,0.072763407921791,0.869173811012507,-148.084101394884
1,7,25,0.0724758172869682,0.89277720913887,-688.167820014673,0.072763407921791,0.869173811012507,-148.084101394884
1,8,0,0.0467797923505306,0.994567167830467,-799.73179240265,0.0467797923505306,0.994567167830467,-799.73179240265
1,8,1,0.0456368431687355,0.850998095446825,-974.933401566098,0.0467797923505306,0.994567167830467,-799.73179240265
1,8,2,0.0992464098811149,0.918957807511091,-1361.63904023431,0.0467797923505306,0.994567167830467,-799.73179240265
1,8,3,0.093569350028038,0.883138109320402,-1012.43320965156,0.0467797923505306,0.994567167830467,-799.73179240265
1,8,4,0.0095498038232326,0.820698209404945,-432.428608294459,0.0095498038232326,0.820698209404945,-432.428608294459
1,8,5,0.083438321173191,0.962336476540566,-162.686757118156,0.083438321173191,0.962336476540566,-162.686757118156
1,8,6,0.0608300459742546,0.852681186372042,-948.208731859206,0.083438321173191,0.962336476540566,-162.686757118156
1,8,7,0.0968718906342983,0.812584425616264,-158.899654562168,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,8,0.0878824711978435,0.935936088395119,-703.090637351845,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,9,0.0220774729073047,0.855228390938044,-1161.22750670613,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,10,0.0103995234549045,0.978832398325205,-384.52703451232,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,11,0.0652583212912082,0.847444738173485,-714.349211695873,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,12,0.0137114007234573,0.913865279060602,-905.777815212766,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,13,0.0547676939845085,0.96294035385251,-736.492311797579,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,14,0.0314853808403015,0.868409790098667,-169.386049179476,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,15,0.0346059756219387,0.901306897312403,-766.264966094894,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,16,0.0184206988573074,0.865124060946703,-164.028415253875,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,17,0.035365621471405,0.885053547734022,-636.602223360858,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,18,0.0658877064108848,0.957141724717617,-1331.64437648523,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,19,0.0174750819385051,0.863722643738985,-1124.39471087274,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,20,0.0765945655763149,0.992974028235674,-166.355954724398,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,21,0.0121166535496711,0.964299955654144,-959.795975574717,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,22,0.0038543028712272,0.836165053212643,-165.658977221351,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,23,0.0168695505619049,0.854987985086441,-916.740991325824,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,24,0.0108147548377513,0.818547304904461,-182.657167884848,0.0968718906342983,0.812584425616264,-158.899654562168
1,8,25,0.0702681730151176,0.810404918092489,-717.114099527967,0.0968718906342983,0.812584425616264,-158.899654562168
1,9,0,0.0642139012873172,0.879859676736593,-173.754421022279,0.0642139012873172,0.879859676736593,-173.754421022279
1,9,1,0.0883807976841926,0.868384055709839,-755.69464333242,0.0642139012873172,0.879859676736593,-173.754421022279
1,9,2,0.0153043496370315,0.909290235602856,-1237.5622471021,0.0642139012873172,0.879859676736593,-173.754421022279
1,9,3,0.0182634463608264,0.963241286700964,-1745.21892014427,0.0642139012873172,0.879859676736593,-173.754421022279
1,9,4,0.0098514292240142,0.95481455988884,-182.809534968193,0.0642139012873172,0.879859676736593,-173.754421022279
1,9,5,0.0489961421072483,0.927398163312673,-167.001482742355,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,6,0.0343380050778389,0.962712279558182,-793.978303240388,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,7,0.0863584218502044,0.83775168184042,-779.24937003293,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,8,0.0906171545743942,0.997422554200888,-186.13029173883,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,9,0.0736950317561626,0.942351188266277,-786.865116547857,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,10,0.0161231951653957,0.855235854148865,-1285.43586220362,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,11,0.0844096198678016,0.823351815313101,-1634.26523719585,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,12,0.0729363148093223,0.967988876736164,-698.803933824865,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,13,0.0465381049871444,0.88014580219388,-1142.16683013973,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,14,0.0177254450142383,0.995162534463406,-158.374770889591,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,15,0.0293371387004852,0.82054314840436,-1597.9474416439,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,16,0.0274320249140262,0.801214991676807,-739.394091627295,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,17,0.0896618556320667,0.887949499690533,-699.91980132572,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,18,0.0503008513450622,0.80987462542057,-183.696416738875,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,19,0.0636090725421905,0.953740797871351,-653.452573339947,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,20,0.058084912443161,0.902265890145302,-1539.02060055255,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,21,0.0079029249668121,0.863819034618139,-286.577595657582,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,22,0.0219122651934623,0.809951650041342,-1299.26340725332,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,23,0.0292606947779655,0.81654527181983,-766.687595618992,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,24,0.0950990144729614,0.893904142069817,-1525.12576657976,0.0489961421072483,0.927398163312673,-167.001482742355
1,9,25,0.0316202444016933,0.940814016801119,-1186.9720245283,0.0489961421072483,0.927398163312673,-167.001482742355
1,10,0,0.0630287406265735,0.931115151780844,-1306.06690719659,0.0630287406265735,0.931115151780844,-1306.06690719659
1,10,1,0.0309290932118892,0.853335615926981,-161.977125572951,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,2,0.0761476562321186,0.921450365185738,-779.869475500675,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,3,0.0110139687240123,0.845742971366644,-529.850147989594,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,4,0.0141556067228317,0.903654023551941,-1048.97453151261,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,5,0.0315203040063381,0.978783345866203,-823.829375816102,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,6,0.0310621525585651,0.928733125805855,-174.600148189644,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,7,0.0723209525465965,0.964060668689012,-760.310643064127,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,8,0.0904797960758209,0.888624711966515,-797.668538606567,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,9,0.0167546881794929,0.885846302604675,-1330.82377263387,0.0309290932118892,0.853335615926981,-161.977125572951
1,10,10,0.0644674917042255,0.855585232400894,-1426.93226691475,0.0309290932118892,0.853335615926981,-161.977125572951
