method,experiment,iteration,gamma,reward_lower_bound,best_gamma,best_reward_lower_bound
0,2,20,0.999664945524931,276.734873773773,0.9997,500
0,2,21,0.999671194624901,399.431157982618,0.9997,500
0,2,22,0.999432300460339,500,0.9997,500
0,2,23,0.999333886063099,376.809349060942,0.9997,500
0,2,24,0.970571183389425,8.42897332470012,0.9997,500
0,2,25,0.999452071422338,500,0.9997,500
0,2,26,0.999553806769848,8.36261240470562,0.9997,500
0,2,27,0.999327517932654,500,0.9997,500
0,2,28,0.999586635375023,325.16545761329,0.9997,500
0,2,29,0.999516431200504,96.4377719655858,0.9997,500
0,2,30,0.968213165861368,8.82028577261856,0.9997,500
0,3,0,0.990363482015521,374.239574066383,0.990363482015521,374.239574066383
0,3,1,0.8,107.47893243504,0.990363482015521,374.239574066383
0,3,2,0.931760439795256,44.2925769852054,0.990363482015521,374.239574066383
0,3,3,0.9997,99.0275723600346,0.990363482015521,374.239574066383
0,3,4,0.861844848713279,8.37616328230938,0.990363482015521,374.239574066383
0,3,5,0.9997,495.044857232124,0.9997,495.044857232124
0,3,6,0.9997,465.074900038825,0.9997,495.044857232124
0,3,7,0.9997,102.815751196528,0.9997,495.044857232124
0,3,8,0.963693554896116,48.3189980211413,0.9997,495.044857232124
0,3,9,0.8,13.7880701856163,0.9997,495.044857232124
0,3,10,0.9997,287.95072178475,0.9997,495.044857232124
0,3,11,0.9997,500,0.9997,500
0,3,12,0.9997,500,0.9997,500
0,3,13,0.9997,33.3707839803622,0.9997,500
0,3,14,0.898633657327294,348.223166473946,0.9997,500
0,3,15,0.902148418968916,31.2887059502132,0.9997,500
0,3,16,0.959425598162413,8.65166852264521,0.9997,500
0,3,17,0.842357086996734,37.9601675982557,0.9997,500
0,3,18,0.9997,427.865954220009,0.9997,500
0,3,19,0.9997,500,0.9997,500
0,3,20,0.9997,78.0664771019615,0.9997,500
0,3,21,0.881026603907347,29.0204120645678,0.9997,500
0,3,22,0.800002642826371,8.55778119658929,0.9997,500
0,3,23,0.99961735714078,33.6146104147795,0.9997,500
0,3,24,0.951881613260508,8.70550834017051,0.9997,500
0,3,25,0.839213007086516,42.310688643038,0.9997,500
0,3,26,0.99965699428916,8.80250490197963,0.9997,500
0,3,27,0.916566830444336,26.6017210000192,0.9997,500
0,3,28,0.800329041337315,22.8391112208234,0.9997,500
0,3,29,0.971234706872702,175.862109002509,0.9997,500
0,3,30,0.999456856447458,389.219025923063,0.9997,500
0,4,0,0.877902572285736,102.749976564246,0.877902572285736,102.749976564246
0,4,1,0.9997,364.047409983107,0.9997,364.047409983107
0,4,2,0.96340318005085,-2.64415585941887,0.9997,364.047409983107
0,4,3,0.8,80.7101188409891,0.9997,364.047409983107
0,4,4,0.9997,72.6601088685378,0.9997,364.047409983107
0,4,5,0.839024581843615,13.6625268649107,0.9997,364.047409983107
0,4,6,0.921860829877853,8.53119819413323,0.9997,364.047409983107
0,4,7,0.9997,500,0.9997,500
0,4,8,0.9997,188.495832424185,0.9997,500
0,4,9,0.8,141.051857741046,0.9997,500
0,4,10,0.9997,500,0.9997,500
0,4,11,0.9997,75.8983995532976,0.9997,500
0,4,12,0.954474299371242,8.82028577261856,0.9997,500
0,4,13,0.866067383417487,8.86257616903349,0.9997,500
0,4,14,0.999374023139477,34.8753520811875,0.9997,500
0,4,15,0.800242338980921,2.63134523116931,0.9997,500
0,4,16,0.907752528500557,27.2146434145607,0.9997,500
0,4,17,0.9996397110641,500,0.9997,500
0,4,18,0.999473139816523,313.340276460316,0.9997,500
0,4,19,0.999477662974596,500,0.9997,500
0,4,20,0.999676170098782,139.134532513755,0.9997,500
0,4,21,0.999599502569437,8.88,0.9997,500
0,4,22,0.800180509344302,21.6880552999796,0.9997,500
0,4,23,0.962677106052637,9.01518002592747,0.9997,500
0,4,24,0.84571799877286,8.76528150943547,0.9997,500
0,4,25,0.896077662360668,23.835585997031,0.9997,500
0,4,26,0.99957073290348,500,0.9997,500
0,4,27,0.999695774418116,385.782448842363,0.9997,500
0,4,28,0.999685680633783,500,0.9997,500
0,4,29,0.999446191316843,222.185230371334,0.9997,500
0,4,30,0.999633819055557,301.901914343619,0.9997,500
0,5,0,0.942410996447897,31.11082379839,0.942410996447897,31.11082379839
0,5,1,0.8,29.5192126136805,0.942410996447897,31.11082379839
0,5,2,0.9997,500,0.9997,500
0,5,3,0.9997,28.9118121075433,0.9997,500
0,5,4,0.872307443022728,8.56602267034883,0.9997,500
0,5,5,0.9997,500,0.9997,500
0,5,6,0.9997,195.760680853119,0.9997,500
0,5,7,0.9997,105.981278391421,0.9997,500
0,5,8,0.8,15.5042916943638,0.9997,500
0,5,9,0.955466954022646,8.74257616903349,0.9997,500
0,5,10,0.900213626199961,117.576260134486,0.9997,500
0,5,11,0.9997,104.08254418965,0.9997,500
0,5,12,0.845429055269063,8.90589199622371,0.9997,500
0,5,13,0.999537321048975,500,0.9997,500
0,5,14,0.999510098779202,500,0.9997,500
0,5,15,0.9997,200.41068648538,0.9997,500
0,5,16,0.967303963476419,54.4299626680287,0.9997,500
0,5,17,0.999555889803171,500,0.9997,500
0,5,18,0.9997,148.58977966376,0.9997,500
0,5,19,0.911423011761904,181.263138723212,0.9997,500
0,5,20,0.800272560632695,40.8675769904398,0.9997,500
0,5,21,0.999672349220514,500,0.9997,500
0,5,22,0.999541451406479,152.832441970968,0.9997,500
0,5,23,0.867516317591071,16.6703672128496,0.9997,500
0,5,24,0.970176716393232,8.86257616903349,0.9997,500
0,5,25,0.9161950268507,8.57694354180444,0.9997,500
0,5,26,0.833455642841756,36.1733766489674,0.9997,500
0,5,27,0.999456951671839,217.187686462579,0.9997,500
0,5,28,0.999311877328158,435.45192717755,0.9997,500
0,5,29,0.999538951766491,322.494843301147,0.9997,500
0,5,30,0.978452214986086,8.67414287202071,0.9997,500
0,6,0,0.996507836493269,213.505830989407,0.996507836493269,213.505830989407
0,6,1,0.8,14.64,0.996507836493269,213.505830989407
0,6,2,0.936402902114391,117.685617495203,0.996507836493269,213.505830989407
0,6,3,0.9997,33.1775167932972,0.996507836493269,213.505830989407
0,6,4,0.887278149953485,85.2785172287209,0.996507836493269,213.505830989407
0,6,5,0.957596302103996,74.6425498052942,0.996507836493269,213.505830989407
0,6,6,0.9997,500,0.9997,500
0,6,7,0.84568333709836,157.22959621663,0.9997,500
0,6,8,0.9997,101.844954102056,0.9997,500
0,6,9,0.800110813839082,45.2790826009794,0.9997,500
0,6,10,0.90147874161005,47.3962667131248,0.9997,500
0,6,11,0.999604430431128,500,0.9997,500
0,6,12,0.999359227651358,26.0222912360003,0.9997,500
0,6,13,0.85349825321734,168.862737763919,0.9997,500
0,6,14,0.947581030273438,8.56602267034883,0.9997,500
0,6,15,0.80038808733467,128.251720767654,0.9997,500
0,6,16,0.999395424818993,230.4328026155,0.9997,500
0,6,17,0.860568223056197,82.0813972542994,0.9997,500
0,6,18,0.999569018864632,203.142568985937,0.9997,500
0,6,19,0.800178268595599,32.107435288524,0.9997,500
0,6,20,0.913822963726521,95.0995705804296,0.9997,500
0,6,21,0.966399284249544,37.3191478753612,0.9997,500
0,6,22,0.842399006554484,8.61547009096655,0.9997,500
0,6,23,0.999682407295704,8.48477547928716,0.9997,500
0,6,24,0.894261548927426,8.82028577261856,0.9997,500
0,6,25,0.800023215778358,95.5313219698644,0.9997,500
0,6,26,0.999698893016577,339.985590517483,0.9997,500
0,6,27,0.999366333770752,496.932530667506,0.9997,500
0,6,28,0.999689549124241,425.963333440508,0.9997,500
0,6,29,0.999520002114773,370.715913098679,0.9997,500
0,6,30,0.968130713450909,97.2642010442395,0.9997,500
0,7,0,0.88649452483031,468.656719395502,0.88649452483031,468.656719395502
0,7,1,0.9997,500,0.9997,500
0,7,2,0.8,8.63600995031033,0.9997,500
0,7,3,0.943386717694998,134.943240084561,0.9997,500
0,7,4,0.9997,308.612504766593,0.9997,500
0,7,5,0.865874446919561,11.4387506097562,0.9997,500
0,7,6,0.9997,500,0.9997,500
0,7,7,0.9997,189.603565426946,0.9997,500
0,7,8,0.964314608305693,8.37837363085848,0.9997,500
0,7,9,0.90558337662816,8.70550834017051,0.9997,500
0,7,10,0.9997,177.548015896159,0.9997,500
0,7,11,0.9997,66.6632037552105,0.9997,500
0,7,12,0.8,117.055522108631,0.9997,500
0,7,13,0.846916888602078,111.705307345227,0.9997,500
0,7,14,0.927777525341511,336.141828577125,0.9997,500
0,7,15,0.9997,305.317596896609,0.9997,500
0,7,16,0.939232744544745,8.50437122281339,0.9997,500
0,7,17,0.999329791414738,500,0.9997,500
0,7,18,0.9997,450.593097202548,0.9997,500
0,7,19,0.9997,500,0.9997,500
0,7,20,0.9997,147.528485169003,0.9997,500
0,7,21,0.885155402112007,168.395747451224,0.9997,500
0,7,22,0.9997,500,0.9997,500
0,7,23,0.9997,500,0.9997,500
0,7,24,0.9997,449.390474378778,0.9997,500
0,7,25,0.9997,447.81525821526,0.9997,500
0,7,26,0.978817198133469,8.33313727609963,0.9997,500
0,7,27,0.830111353671551,8.82028577261856,0.9997,500
0,7,28,0.902947672903538,500,0.9997,500
0,7,29,0.904254913198948,45.2290809042814,0.9997,500
0,7,30,0.9997,500,0.9997,500
0,8,0,0.869264624012688,18.1817713309001,0.869264624012688,18.1817713309001
0,8,1,0.9997,493.393142976166,0.9997,493.393142976166
0,8,2,0.959947332543135,34.6235289055381,0.9997,493.393142976166
0,8,3,0.8,66.7428220914147,0.9997,493.393142976166
0,8,4,0.9997,195.93569348112,0.9997,493.393142976166
0,8,5,0.9997,185.085957918454,0.9997,493.393142976166
0,8,6,0.920405051451922,60.8823460612327,0.9997,493.393142976166
0,8,7,0.9997,337.883724954641,0.9997,493.393142976166
0,8,8,0.9997,500,0.9997,500
0,8,9,0.9997,240.663500503018,0.9997,500
0,8,10,0.8,8.50717967697245,0.9997,500
0,8,11,0.9997,168.420722129183,0.9997,500
0,8,12,0.824750906962901,304.428288959795,0.95789146425446,500
0,8,13,0.824709878645837,51.1154023939744,0.95789146425446,500
0,8,14,0.824766889780015,17.2720199006207,0.95789146425446,500
0,8,15,0.984913165396452,8.32,0.95789146425446,500
0,8,16,0.824761191195995,9.01518002592747,0.95789146425446,500
0,8,17,0.985206658840179,107.134792663564,0.95789146425446,500
0,8,18,0.885602260372043,116.730509079832,0.95789146425446,500
0,8,19,0.98504609863162,132.123594229284,0.95789146425446,500
0,8,20,0.824836893090606,8.86257616903349,0.95789146425446,500
0,8,21,0.88571398832798,296.117916683288,0.95789146425446,500
0,8,22,0.885661376857758,381.738400599115,0.95789146425446,500
0,8,23,0.885534436807037,62.1983052064545,0.95789146425446,500
0,8,24,0.921471993023157,140.697086074743,0.95789146425446,500
0,8,25,0.985086152386665,117.059614405442,0.95789146425446,500
0,8,26,0.885649330973625,121.27984000256,0.95789146425446,500
0,8,27,0.921683462566137,13.7821017683677,0.95789146425446,500
0,8,28,0.824538279848546,29.8282071303292,0.95789146425446,500
0,8,29,0.984915700745583,132.211682316635,0.95789146425446,500
0,8,30,0.884857492637634,27.489099462833,0.95789146425446,500
0,9,0,0.846345289695237,24.4307460443669,0.846345289695237,24.4307460443669
0,9,1,0.9997,500,0.9997,500
0,9,2,0.951803362625837,8.84,0.9997,500
0,9,3,0.9997,38.0275381603656,0.9997,500
0,9,4,0.8,49.0789130702313,0.9997,500
0,9,5,0.902809478521347,90.9453673657631,0.9997,500
0,9,6,0.9997,379.080468020857,0.9997,500
0,9,7,0.9997,140.752065656365,0.9997,500
0,9,8,0.8,-30.6527591407156,0.9997,500
0,9,9,0.9997,215.89543127975,0.9997,500
0,9,10,0.941483468002081,8.80286446891264,0.9997,500
0,9,11,0.875460982879996,114.039210253785,0.9997,500
0,9,12,0.999669837677479,194.493911124137,0.9997,500
0,9,13,0.972026961815357,123.267361254094,0.9997,500
0,9,14,0.886482395514846,9.05166852264521,0.9997,500
0,9,15,0.999345039218664,37.132276459251,0.9997,500
0,9,16,0.800323258688022,21.699641564033,0.9997,500
0,9,17,0.927025133705139,52.1028547982463,0.9997,500
0,9,18,0.846433865907788,55.6359366372883,0.9997,500
0,9,19,0.99935379986167,500,0.9997,500
0,9,20,0.999493089324236,9.05119819413323,0.9997,500
0,9,21,0.800015729505383,23.2264075471774,0.9997,500
0,9,22,0.961617246794701,9.51425494721325,0.9997,500
0,9,23,0.999337040370703,57.0547007688969,0.9997,500
0,9,24,0.864918548879027,8.89412469182446,0.9997,500
0,9,25,0.914671341538429,32.4832473689825,0.9997,500
0,9,26,0.999409648960829,493.629102155588,0.9997,500
0,9,27,0.999481567174197,500,0.9997,500
0,9,28,0.999326208597422,500,0.9997,500
0,9,29,0.999318543034792,250.155214964363,0.9997,500
0,9,30,0.999402269071341,500,0.9997,500
0,10,0,0.960804786408522,47.8836622341933,0.960804786408522,47.8836622341933
0,10,1,0.8,60.8477962770652,0.8,60.8477962770652
0,10,2,0.850281984299421,8.78028577261856,0.8,60.8477962770652
0,10,3,0.9997,500,0.9997,500
0,10,4,0.9997,500,0.9997,500
0,10,5,0.901516843265295,4.7403929301158,0.9997,500
0,10,6,0.9997,19.8137018448725,0.9997,500
0,10,7,0.9997,244.296595803286,0.9997,500
0,10,8,0.9997,500,0.9997,500
0,10,9,0.9997,8.55778119658929,0.9997,500
0,10,10,0.8,48.498813763807,0.9997,500
0,10,11,0.947168911057711,8.76754446796632,0.9997,500
0,10,12,0.9997,500,0.9997,500
0,10,13,0.9997,171.519757871024,0.9997,500
0,10,14,0.9997,482.042492637281,0.9997,500
0,10,15,0.9997,340.509285387649,0.9997,500
0,10,16,0.9997,500,0.9997,500
0,10,17,0.9997,464.919343802257,0.9997,500
0,10,18,0.9997,500,0.9997,500
0,10,19,0.9997,500,0.9997,500
0,10,20,0.9997,500,0.9997,500
0,10,21,0.9997,17.2563110081646,0.9997,500
0,10,22,0.976026207250357,8.48477547928716,0.9997,500
0,10,23,0.87010656952858,8.63600995031033,0.9997,500
0,10,24,0.9997,56.2286700526943,0.9997,500
0,10,25,0.8,132.08821102955,0.9997,500
0,10,26,0.833600773724914,8.65485044646689,0.9997,500
0,10,27,0.921279163652658,33.0435633704216,0.9997,500
0,10,28,0.999642091673613,498.820204102887,0.9997,500
0,10,29,0.999424396836758,8.48477547928716,0.9997,500
0,10,30,0.800136160448939,106.677909431459,0.9997,500
0,11,0,0.994663449963859,8.42897332470012,0.994663449963859,8.42897332470012
0,11,1,0.8,37.315803951025,0.8,37.315803951025
0,11,2,0.859662395185232,34.3895229586341,0.8,37.315803951025
0,11,3,0.82258695821017,8.53119819413323,0.8,37.315803951025
0,11,4,0.904555084252358,8.85166852264521,0.8,37.315803951025
0,11,5,0.8,8.78028577261856,0.8,37.315803951025
0,11,6,0.864751590782404,8.56602267034883,0.8,37.315803951025
0,11,7,0.950083586508036,8.52,0.8,37.315803951025
0,11,8,0.8,43.6906671184909,0.8,43.6906671184909
0,11,9,0.8,34.6690443574701,0.8,43.6906671184909
0,11,10,0.8,354.069459640435,0.8,354.069459640435
0,11,11,0.999624546581507,302.048098097685,0.8,354.069459640435
0,11,12,0.9997,500,0.9997,500
0,11,13,0.9997,310.860839019445,0.9997,500
0,11,14,0.9997,500,0.9997,500
0,11,15,0.9997,235.35450091527,0.9997,500
0,11,16,0.9997,387.783173118023,0.9997,500
0,11,17,0.9997,500,0.9997,500
0,11,18,0.9997,31.4488080810649,0.9997,500
0,11,19,0.963480859339237,39.6805070513064,0.9997,500
0,11,20,0.999638770723343,500,0.9997,500
0,11,21,0.9997,370.715238248609,0.9997,500
0,11,22,0.9997,487.730122670022,0.9997,500
0,11,23,0.9997,214.119151533331,0.9997,500
0,11,24,0.999458868062496,464.643976020651,0.9997,500
0,11,25,0.9997,500,0.9997,500
0,11,26,0.9997,500,0.9997,500
0,11,27,0.9997,417.329373571739,0.9997,500
0,11,28,0.9997,327.955744795509,0.9997,500
0,11,29,0.999438561463356,141.586417511583,0.9997,500
0,11,30,0.975943921482563,41.2148569487358,0.9997,500
0,12,0,0.891478519016559,107.531372760996,0.891478519016559,107.531372760996
0,12,1,0.9997,500,0.9997,500
0,12,2,0.8,25.2931634853986,0.9997,500
0,12,3,0.976547382187843,206.239877451019,0.9997,500
0,12,4,0.9997,184.456252318759,0.9997,500
0,12,5,0.944881669050455,77.2253972021596,0.9997,500
0,12,6,0.9997,136.047823922605,0.9997,500
0,12,7,0.849719818241894,27.3571987769427,0.9997,500
0,12,8,0.999507991939783,41.9023542913491,0.9997,500
0,12,9,0.925890713757277,65.3103122044895,0.9997,500
0,12,10,0.800209956926014,8.50717967697245,0.9997,500
0,12,11,0.99946627175808,390.371577682402,0.9997,500
0,12,12,0.999453916394711,8.70550834017051,0.9997,500
0,12,13,0.88618794387579,17.2566275113006,0.9997,500
0,12,14,0.9523759111166,8.35475494121164,0.9997,500
0,12,15,0.800153041202202,23.5434286285829,0.9997,500
0,12,16,0.999458463358879,283.425946704675,0.9997,500
0,12,17,0.999583754837513,326.933215213871,0.9997,500
0,12,18,0.852877378353477,132.191172457203,0.9997,500
0,12,19,0.99946831908226,9.53736416885295,0.9997,500
0,12,20,0.926589767837524,67.0435934939237,0.9997,500
0,12,21,0.80035714015495,51.4298199524195,0.9997,500
0,12,22,0.864602499160171,47.0062893932141,0.9997,500
0,12,23,0.959663706725836,163.773005021536,0.9997,500
0,12,24,0.999585587906838,264.717928040802,0.9997,500
0,12,25,0.999389758968353,236.097549744589,0.9997,500
0,12,26,0.958057747548819,26.0708827707956,0.9997,500
0,12,27,0.83902405513376,111.698955614968,0.9997,500
0,12,28,0.900535758376122,8.67414287202071,0.9997,500
0,12,29,0.800183159074281,124.420018018033,0.9997,500
0,12,30,0.999335969096422,456.261787309748,0.9997,500
0,13,0,0.99689387855042,38.5278043790719,0.99689387855042,38.5278043790719
0,13,1,0.8,8.72528150943547,0.99689387855042,38.5278043790719
0,13,2,0.936697216868401,31.9703956697036,0.99689387855042,38.5278043790719
0,13,3,0.9997,8.2840100503147,0.99689387855042,38.5278043790719
0,13,4,0.896260415801406,15.5213337039096,0.99689387855042,38.5278043790719
0,13,5,0.954703052139282,13.6218159107942,0.99689387855042,38.5278043790719
0,13,6,0.861171350476146,15.5131136684402,0.99689387855042,38.5278043790719
0,13,7,0.9997,500,0.9997,500
0,13,8,0.800316213873972,24.2306889306376,0.9997,500
0,13,9,0.999455463790894,273.113378168218,0.9997,500
0,13,10,0.999597967076302,445.260666672409,0.9997,500
0,13,11,0.999453059375286,109.882143417897,0.9997,500
0,13,12,0.843210824155808,463.320484657409,0.9997,500
0,13,13,0.840140474697948,8.56754446796632,0.9997,500
0,13,14,0.80000115701342,500,0.9997,500
0,13,15,0.8,500,0.9997,500
0,13,16,0.8,18.113470622867,0.9997,500
0,13,17,0.8,85.8931002366623,0.9997,500
0,13,18,0.892256385341287,488.239162831445,0.9997,500
0,13,19,0.901609841775894,145.520362176337,0.9997,500
0,13,20,0.999649459660053,167.021541476947,0.9997,500
0,13,21,0.870584006717801,71.3754325947874,0.9997,500
0,13,22,0.938234912067652,49.7175611770954,0.9997,500
0,13,23,0.80032196609145,32.7652334722256,0.9997,500
0,13,24,0.999547510057688,433.375445207652,0.9997,500
0,13,25,0.99961691672802,279.808526126435,0.9997,500
0,13,26,0.999605239838362,180.11117992544,0.9997,500
0,13,27,0.858623401969671,36.9381917146675,0.9997,500
0,13,28,0.951924809420109,8.48590801814589,0.9997,500
0,13,29,0.999579005521536,500,0.9997,500
0,13,30,0.999558508473635,405.609091535273,0.9997,500
0,14,0,0.968620803700086,50.7171361605247,0.968620803700086,50.7171361605247
0,14,1,0.8,123.352092603352,0.8,123.352092603352
0,14,2,0.852658493211866,8.51714769977178,0.8,123.352092603352
0,14,3,0.8,193.519733735465,0.8,193.519733735465
0,14,4,0.9997,500,0.9997,500
0,14,5,0.9997,370.014287143715,0.9997,500
0,14,6,0.907433312571049,8.44133481811617,0.9997,500
0,14,7,0.9997,315.4905426141,0.9997,500
0,14,8,0.9997,500,0.9997,500
0,14,9,0.9997,500,0.9997,500
0,14,10,0.9997,20.5008995779419,0.9997,500
0,14,11,0.9997,485.653700165526,0.9997,500
0,14,12,0.9997,440.627102642281,0.9997,500
0,14,13,0.9997,43.5541532961968,0.9997,500
0,14,14,0.954735261785984,32.0766831162155,0.9997,500
0,14,15,0.9997,8.58678788880707,0.9997,500
0,14,16,0.8,248.310004003203,0.9997,500
0,14,17,0.838371047993004,95.3775777386949,0.9997,500
0,14,18,0.8,8.64353861898849,0.9997,500
0,14,19,0.887936816993356,33.7031561112727,0.9997,500
0,14,20,0.9997,500,0.9997,500
0,14,21,0.9997,89.2854467681484,0.9997,500
0,14,22,0.950538866174221,203.914479306699,0.9997,500
0,14,23,0.999573363476992,86.9642223643738,0.9997,500
0,14,24,0.938302640408278,25.8376009592328,0.9997,500
0,14,25,0.80020775430426,8.83431457505076,0.9997,500
0,14,26,0.999549914473295,500,0.9997,500
0,14,27,0.999686061531305,156.872032396568,0.9997,500
0,14,28,0.865398390483856,120.38383771014,0.9997,500
0,14,29,0.999311841619015,152.483852958881,0.9997,500
0,14,30,0.965025255954266,8.50717967697245,0.9997,500
0,15,0,0.830737642248843,8.51714769977178,0.830737642248843,8.51714769977178
0,15,1,0.9997,467.433434406825,0.9997,467.433434406825
0,15,2,0.94694055109024,35.7762534280943,0.9997,467.433434406825
0,15,3,0.9997,500,0.9997,500
0,15,4,0.987933968418837,52.7990747711765,0.9997,500
0,15,5,0.888742320027948,165.038568049679,0.9997,500
0,15,6,0.9997,216.467313373229,0.9997,500
0,15,7,0.8,183.259451908352,0.9997,500
0,15,8,0.9997,473.201115568837,0.9997,500
0,15,9,0.9997,191.862516718697,0.9997,500
0,15,10,0.8,140.348019489768,0.9997,500
0,15,11,0.911604926037788,8.67402233281561,0.9997,500
0,15,12,0.9997,12.726257648078,0.9997,500
0,15,13,0.858931524258852,8.37837363085848,0.9997,500
0,15,14,0.800136085148214,8.32669333376001,0.9997,500
0,15,15,0.999684502232075,411.279348537082,0.9997,500
0,15,16,0.962426237422228,20.4971102760844,0.9997,500
0,15,17,0.9994886256814,500,0.9997,500
0,15,18,0.9997,171.031103077869,0.9997,500
0,15,19,0.999403126090765,18.4609280570335,0.9997,500
0,15,20,0.873553102901578,11.4608573178557,0.9997,500
0,15,21,0.947680051726103,8.73518002592747,0.9997,500
0,15,22,0.800354046106525,465.101608646919,0.9997,500
0,15,23,0.80020719167603,15.7134792789215,0.9997,500
0,15,24,0.999688620686531,14.4295296886169,0.9997,500
0,15,25,0.80014638609672,143.80919582932,0.9997,500
0,15,26,0.843837073245645,18.2605454996318,0.9997,500
0,15,27,0.917016491872072,8.61547009096655,0.9997,500
0,15,28,0.999373439890146,500,0.9997,500
0,15,29,0.99952665591836,500,0.9997,500
0,15,30,0.99942140917182,307.252948246654,0.9997,500
0,16,0,0.992131560058596,8.76528150943547,0.992131560058596,8.76528150943547
0,16,1,0.8,66.5028796755412,0.8,66.5028796755412
0,16,2,0.859043305778503,30.1569708555197,0.8,66.5028796755412
0,16,3,0.8,221.698877061541,0.8,221.698877061541
