method,experiment,iteration,learning_rate,reward_lower_bound,best_learning_rate,best_reward_lower_bound
0,0,0,0.0217757708015031,-781.201423872815,0.0217757708015031,-781.201423872815
0,0,1,0.1,-193.856880935645,0.1,-193.856880935645
0,0,2,0.0755494965314865,-635.106895468788,0.1,-193.856880935645
0,0,3,0.1,-765.775212903352,0.1,-193.856880935645
0,0,4,0.0001,85.9090496296334,0.0001,85.9090496296334
0,0,5,0.0001,-86.7483480624115,0.0001,85.9090496296334
0,0,6,0.0001,121.831242854367,0.0001,121.831242854367
0,0,7,0.0001,202.731562927173,0.0001,202.731562927173
0,0,8,0.0001,53.4718091990711,0.0001,202.731562927173
0,0,9,0.0511581034243106,-152.73818081477,0.0001,202.731562927173
0,0,10,0.0414488559067249,-167.342501811003,0.0001,202.731562927173
0,0,11,0.0057078874964267,-340.195388893766,0.0001,202.731562927173
0,0,12,0.0589466482639312,-751.647163707752,0.0001,202.731562927173
0,0,13,0.0001,20.3404203404361,0.0001,202.731562927173
0,0,14,0.0364673059403896,-766.804101655747,0.0001,202.731562927173
0,0,15,0.0880271001458168,-669.002312160597,0.0001,202.731562927173
0,0,16,0.0001,-38.6585778507172,0.0001,202.731562927173
0,0,17,0.0001,191.429938918743,0.0001,202.731562927173
0,0,18,0.0001,54.7471978535927,0.0217757708015031,202.731562927173
0,0,19,0.0468366102278232,-744.773065612768,0.0217757708015031,202.731562927173
0,0,20,0.0001,-85.8867777125932,0.0217757708015031,202.731562927173
0,0,21,0.0001,86.6415426132554,0.0217757708015031,202.731562927173
0,0,22,0.0001,54.5393420603959,0.0217757708015031,202.731562927173
0,0,23,0.0001,43.9398237952944,0.0217757708015031,202.731562927173
0,0,24,0.0001,88.9289219236621,0.0217757708015031,202.731562927173
0,0,25,0.0001,-17.164207573982,0.0217757708015031,202.731562927173
0,1,0,0.041183316194857,-169.830136022571,0.041183316194857,-169.830136022571
0,1,1,0.1,-669.729525509558,0.041183316194857,-169.830136022571
0,1,2,0.0052487144790589,5.93071190257703,0.0052487144790589,5.93071190257703
0,1,3,0.0001,125.212097306227,0.0001,125.212097306227
0,1,4,0.0001,177.20018634698,0.0001,177.20018634698
0,1,5,0.0645081073760986,-193.823138652119,0.0001,177.20018634698
0,1,6,0.0001,120.937010001762,0.0001,177.20018634698
0,1,7,0.0001,-77.4483674541171,0.0001,177.20018634698
0,1,8,0.0169578499019145,-191.258141217142,0.0001,177.20018634698
0,1,9,0.0001,-98.4372442552545,0.0001,177.20018634698
0,1,10,0.0001,58.5435212508646,0.0001,177.20018634698
0,1,11,0.0001,106.182399809928,0.0001,177.20018634698
0,1,12,0.0001,111.748735092462,0.0001,177.20018634698
0,1,13,0.0519382565855979,-164.173095220679,0.0001,177.20018634698
0,1,14,0.0001,5.73196649056941,0.0001,177.20018634698
0,1,15,0.0273000344008207,-183.20514831263,0.0001,177.20018634698
0,1,16,0.0002380055624293,204.699373253139,0.0002380055624293,204.699373253139
0,1,17,0.0754322821199894,-174.988755602671,0.0002380055624293,204.699373253139
0,1,18,0.0093176816262304,-167.969874022554,0.0002380055624293,204.699373253139
0,1,19,0.0001772374532185,188.567268031027,0.0002380055624293,204.699373253139
0,1,20,0.0001753131249919,228.117518865048,0.0001753131249919,228.117518865048
0,1,21,0.0001773190485313,219.323808599441,0.0001753131249919,228.117518865048
0,1,22,0.0002058533108793,236.338496294471,0.0002058533108793,236.338496294471
0,1,23,0.0001155538157559,132.238665630284,0.0002058533108793,236.338496294471
0,1,24,0.0002736802287399,120.318370769902,0.0002058533108793,236.338496294471
0,1,25,0.0002235421884804,233.042330360187,0.0002058533108793,236.338496294471
0,2,0,0.0321451328233836,-704.26427165175,0.0321451328233836,-704.26427165175
0,2,1,0.1,-796.978551804044,0.0321451328233836,-704.26427165175
0,2,2,0.0020292287833988,228.463232266416,0.0217757708015031,236.338496294471
0,2,3,0.0019505965806543,124.999014186741,0.0217757708015031,236.338496294471
0,2,4,0.0017919639417901,124.496046704604,0.0217757708015031,236.338496294471
0,2,5,0.0027997931463643,236.732823072061,0.0027997931463643,236.732823072061
0,2,6,0.0027056667659431,219.564827925985,0.0027997931463643,236.732823072061
0,2,7,0.0026625250818207,110.218237056506,0.0027997931463643,236.732823072061
0,2,8,0.0016429190778173,219.211991827608,0.0217757708015031,236.732823072061
0,2,9,0.0016483662394806,90.5292294975903,0.0217757708015031,236.732823072061
0,2,10,0.0131987730070948,-250.943771378576,0.0217757708015031,236.732823072061
0,2,11,0.0688884906172752,-763.449620456042,0.0217757708015031,236.732823072061
0,2,12,0.0031475691165775,-15.2725070138618,0.0217757708015031,236.732823072061
0,2,13,0.0014751834909431,160.082650500016,0.0217757708015031,236.732823072061
0,2,14,0.0014774920707568,164.812699694463,0.0217757708015031,236.732823072061
0,2,15,0.0811155346572399,-761.624575150611,0.0217757708015031,236.732823072061
0,2,16,0.0014875253169797,152.080497803442,0.0217757708015031,236.732823072061
0,2,17,0.0940350041508674,-1008.5599509306,0.0217757708015031,236.732823072061
0,2,18,0.001536664489191,213.425540269627,0.0217757708015031,236.732823072061
0,2,19,0.0015271232338622,259.809636814447,0.0015271232338622,259.809636814447
0,2,20,0.0543447396099567,-182.578781720453,0.0015271232338622,259.809636814447
0,2,21,0.0015287239720113,236.537283085198,0.0015271232338622,259.809636814447
0,2,22,0.0015112281505949,236.765024414022,0.0015271232338622,259.809636814447
0,2,23,0.0014921427557244,69.346475933056,0.0015271232338622,259.809636814447
0,2,24,0.0024687554730102,178.13729419953,0.0015271232338622,259.809636814447
0,2,25,0.0023965768361464,149.819863565091,0.0217757708015031,259.809636814447
0,3,0,0.0489161571275339,-151.345010001609,0.0489161571275339,-151.345010001609
0,3,1,0.1,-168.014375813046,0.0489161571275339,-151.345010001609
0,3,2,0.0132258287847042,-170.888446296327,0.0489161571275339,-151.345010001609
0,3,3,0.0625271927535534,-208.926498077076,0.0489161571275339,-151.345010001609
0,3,4,0.0001,-7.55393177724258,0.0001,-7.55393177724258
0,3,5,0.0001,-89.6636277559933,0.0001,-7.55393177724258
0,3,6,0.0001,-62.904485552463,0.0001,-7.55393177724258
0,3,7,0.0001,-46.0634272174921,0.0001,-7.55393177724258
0,3,8,0.0327419062316417,-1257.40504206799,0.0001,-7.55393177724258
0,3,9,0.0839019686281681,-150.584902036838,0.0001,-7.55393177724258
0,3,10,0.0727202318131923,-720.477545089514,0.0217757708015031,259.809636814447
0,3,11,0.0110895641297101,-169.811576882982,0.0217757708015031,259.809636814447
0,3,12,0.0034771505415439,166.609406069696,0.0217757708015031,259.809636814447
0,3,13,0.0034229143138974,-508.203749416259,0.0217757708015031,259.809636814447
0,3,14,0.0013655493491329,263.624336722848,0.0013655493491329,263.624336722848
0,3,15,0.0013498675115406,165.151532660807,0.0013655493491329,263.624336722848
0,3,16,0.0013475176223553,255.71415200491,0.0013655493491329,263.624336722848
0,3,17,0.0013365680337883,242.96529863729,0.0013655493491329,263.624336722848
0,3,18,0.0013261156463064,45.9887609577878,0.0013655493491329,263.624336722848
0,3,19,0.0253489339798688,-195.81337477858,0.0013655493491329,263.624336722848
0,3,20,0.015272184894979,-165.849734131282,0.0013655493491329,263.624336722848
0,3,21,0.0013995931093581,245.397785927692,0.0013655493491329,263.624336722848
0,3,22,0.0013874687157571,106.474602885569,0.0013655493491329,263.624336722848
0,3,23,0.0433347545087337,-759.351268917218,0.0013655493491329,263.624336722848
0,3,24,0.0067063852488994,-265.698340570016,0.0013655493491329,263.624336722848
0,3,25,0.0002149550493806,136.52663027993,0.0217757708015031,263.624336722848
0,4,0,0.0586082599149721,-201.787260686742,0.0586082599149721,-201.787260686742
0,4,1,0.0001,82.8493533718716,0.0001,82.8493533718716
0,4,2,0.1,-164.608145648425,0.0001,82.8493533718716
0,4,3,0.0124453123986721,-166.649404998078,0.0001,82.8493533718716
0,4,4,0.0001,10.6964036336209,0.0001,82.8493533718716
0,4,5,0.0001,82.8889543637501,0.0001,82.8889543637501
0,4,6,0.0394638237446546,-192.531294953155,0.0217757708015031,263.624336722848
0,4,7,0.0014880622457712,196.357442492589,0.0217757708015031,263.624336722848
0,4,8,0.0560228974759578,-173.260156592026,0.0217757708015031,263.624336722848
0,4,9,0.0014840863117948,213.581049774089,0.0217757708015031,263.624336722848
0,4,10,0.0064805978998541,-228.196310532654,0.0217757708015031,263.624336722848
0,4,11,0.0014691485080868,182.429127839165,0.0217757708015031,263.624336722848
0,4,12,0.000232514788676,168.542536240318,0.0217757708015031,263.624336722848
0,4,13,0.0002205577724613,232.540523588874,0.0217757708015031,263.624336722848
0,4,14,0.0001272062218748,163.929632487697,0.0217757708015031,263.624336722848
0,4,15,0.0013394299172796,176.834250304542,0.0217757708015031,263.624336722848
0,4,16,0.0288783888250589,-159.365928248517,0.0217757708015031,263.624336722848
0,4,17,0.0013172073361463,244.921510404112,0.0217757708015031,263.624336722848
0,4,18,0.0013058345125988,260.10767478577,0.0217757708015031,263.624336722848
0,4,19,0.0012940113796852,177.512040711843,0.0217757708015031,263.624336722848
0,4,20,0.0853691048264503,-1170.93835569747,0.0217757708015031,263.624336722848
0,4,21,0.0009260812741704,187.999543644399,0.0217757708015031,263.624336722848
0,4,22,0.0009251386947929,136.676226682747,0.0217757708015031,263.624336722848
0,4,23,0.0001500111348927,196.845761081115,0.0217757708015031,263.624336722848
0,4,24,0.0001428999684751,48.7112596049578,0.0217757708015031,263.624336722848
0,4,25,0.0002866571398451,210.501347554349,0.0217757708015031,263.624336722848
0,5,0,0.0690229802675445,-1508.346989306,0.0690229802675445,-1508.346989306
0,5,1,0.0001,-104.612680574775,0.0001,-104.612680574775
0,5,2,0.0187240733936429,-176.585269298468,0.0217757708015031,263.624336722848
0,5,3,0.0009892286031506,210.15357759912,0.0217757708015031,263.624336722848
0,5,4,0.0009827723391354,255.123030821641,0.0217757708015031,263.624336722848
0,5,5,0.0009723562369123,108.374832010372,0.0217757708015031,263.624336722848
0,5,6,0.090633475869894,-853.879868668691,0.0217757708015031,263.624336722848
0,5,7,0.0020069427495822,104.26920692271,0.0217757708015031,263.624336722848
0,5,8,0.0974272553145885,-161.806597739844,0.0217757708015031,263.624336722848
0,5,9,0.0779247898638248,-706.503051541074,0.0217757708015031,263.624336722848
0,5,10,0.0009812797124497,153.812475440027,0.0217757708015031,263.624336722848
0,5,11,0.050062778365612,-183.125258184995,0.0217757708015031,263.624336722848
0,5,12,0.0020243738157674,184.768117571766,0.0217757708015031,263.624336722848
0,5,13,0.0009919499975629,187.671370633503,0.0217757708015031,263.624336722848
0,5,14,0.0009867897685617,256.326028899937,0.0217757708015031,263.624336722848
0,5,15,0.0009775679165497,161.863384753654,0.0217757708015031,263.624336722848
0,5,16,0.0659504787921905,-733.933885840102,0.0217757708015031,263.624336722848
0,5,17,0.0020103701248764,237.506667722894,0.0217757708015031,263.624336722848
0,5,18,0.0020140375411137,245.646786182836,0.0217757708015031,263.624336722848
0,5,19,0.0020188290560618,163.218582448235,0.0217757708015031,263.624336722848
0,5,20,0.0020209471847862,165.652687835117,0.0217757708015031,263.624336722848
0,5,21,0.0531392026364803,-1236.55864495322,0.0217757708015031,263.624336722848
0,5,22,0.0002645917017944,218.360569020318,0.0217757708015031,263.624336722848
0,5,23,0.0001462618442252,48.2089717548698,0.0217757708015031,263.624336722848
0,5,24,0.0001316043674014,74.1483581231027,0.0217757708015031,263.624336722848
0,5,25,0.0001956371497362,149.390484839995,0.0217757708015031,263.624336722848
0,6,0,0.0131467299720555,-168.272220428621,0.0131467299720555,-168.272220428621
0,6,1,0.1,-729.495277656608,0.0131467299720555,-168.272220428621
0,6,2,0.000141161811538,163.762859325532,0.0217757708015031,263.624336722848
0,6,3,0.0001703046428039,209.486491045125,0.0217757708015031,263.624336722848
0,6,4,0.0001631983144208,176.385723805803,0.0217757708015031,263.624336722848
0,6,5,0.0002930192482657,227.412632730135,0.0217757708015031,263.624336722848
0,6,6,0.0002031851348467,240.818744830926,0.0217757708015031,263.624336722848
0,6,7,0.0002040583070367,146.715854447778,0.0217757708015031,263.624336722848
0,6,8,0.0002726857335306,179.249638302447,0.0217757708015031,263.624336722848
0,6,9,0.0002941193428821,215.549568258514,0.0217757708015031,263.624336722848
0,6,10,0.0005292769878637,61.8626982397104,0.0217757708015031,263.624336722848
0,6,11,0.0045415054805576,25.9049757103204,0.0217757708015031,263.624336722848
0,6,12,0.0576607195317745,-191.800683531974,0.0217757708015031,263.624336722848
0,6,13,0.0001174200875684,86.482406352207,0.0217757708015031,263.624336722848
0,6,14,0.0551328241705894,-768.600132652324,0.0217757708015031,263.624336722848
0,6,15,0.0746985800445079,-780.038425170488,0.0217757708015031,263.624336722848
0,6,16,0.0040592081468552,221.59266541451,0.0217757708015031,263.624336722848
0,6,17,0.0041311634898185,125.191178857974,0.0217757708015031,263.624336722848
0,6,18,0.056745994579792,-701.898111890317,0.0217757708015031,263.624336722848
0,6,19,0.0002022154810838,175.652401487331,0.0217757708015031,263.624336722848
0,6,20,0.0002641400898806,231.505660162939,0.0217757708015031,263.624336722848
